source,area,key,matches,indices,schedules,pass
comp220_lists.tpa,BD1200,BDBONBAT@1536@2056,1,63,0x00000000,1
comp220_lists.tpa,BD1200,GHOUL@1914@2679,1,66,0x00000000,1
comp220_lists.tpa,BD1200,BDWIGHT1@1851@2590,1,67,0x00000000,1
comp220_lists.tpa,BD1200,BDWIGHT1@1913@2562,1,68,0x00000000,1
comp220_lists.tpa,BD1200,BDWIGHT2@1972@2654,1,69,0x00000000,1
comp220_lists.tpa,BD1200,GHAST@2037@2576,1,75,0x00000000,1
comp220_lists.tpa,BD1200,GHOUL@1839@2711,1,76,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR04@2356@2407,1,77,0x00000000,1
comp220_lists.tpa,BD1200,BDMUMM01@1865@2654,1,79,0x00000000,1
comp220_lists.tpa,BD1200,BDGHASTG@2296@1806,1,80,0x00000000,1
comp220_lists.tpa,BD1200,BDWIGHT2@2801@2074,1,81,0x00000000,1
comp220_lists.tpa,BD1200,BDWIGHT1@2741@1838,1,82,0x00000000,1
comp220_lists.tpa,BD1200,BDSHSOUL@2639@1694,1,83,0x00000000,1
comp220_lists.tpa,BD1200,BDSHSOUL@2912@1826,1,84,0x00000000,1
comp220_lists.tpa,BD1200,BDBONBAT@2973@1922,1,85,0x00000000,1
comp220_lists.tpa,BD1200,BDBONBAT@2933@2175,1,86,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR03@1309@1122,1,87,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR03@1817@862,1,88,0x00000000,1
comp220_lists.tpa,BD1200,BDSHSOUL@1703@903,1,89,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR01@1586@960,1,90,0x00000000,1
comp220_lists.tpa,BD1200,BDSHAD04@1844@1428,1,91,0x00000000,1
comp220_lists.tpa,BD1200,BDSHAD04@2261@1220,1,92,0x00000000,1
comp220_lists.tpa,BD1200,BDWRAI02@2380@1135,1,93,0x00000000,1
comp220_lists.tpa,BD1200,BDWRAI02@1749@1498,1,94,0x00000000,1
comp220_lists.tpa,BD1200,BDDEAD01@2992@945,1,97,0x00000000,1
comp220_lists.tpa,BD1200,BDBONBAT@3060@927,1,98,0x00000000,1
comp220_lists.tpa,BD1200,BDBONBAT@3252@1044,1,99,0x00000000,1
comp220_lists.tpa,BD1200,BDSHADGR@3213@970,1,100,0x00000000,1
comp220_lists.tpa,BD1200,BDDEAD01@3171@1086,1,101,0x00000000,1
comp220_lists.tpa,BD1200,BDSHSOUL@3457@1782,1,102,0x00000000,1
comp220_lists.tpa,BD1200,BDDEAD01@3291@1733,1,103,0x00000000,1
comp220_lists.tpa,BD1200,BDDEAD01@3471@1632,1,104,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR03@3305@1644,1,105,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR04@2338@1105,1,106,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR04@1916@1403,1,107,0x00000000,1
comp220_lists.tpa,BD1200,BDSHSOUL@3495@1820,1,110,0x00000000,1
comp220_lists.tpa,BD1200,BDBONBAT@2974@894,1,111,0x00000000,1
comp220_lists.tpa,BD1200,BDBONBAT@3334@1087,1,112,0x00000000,1
comp220_lists.tpa,BD1200,BDBONBAT@1911@826,1,113,0x00000000,1
comp220_lists.tpa,BD1200,BDBONBAT@1292@1164,1,114,0x00000000,1
comp220_lists.tpa,BD1200,BDSHSOUL@1418@1051,1,115,0x00000000,1
comp220_lists.tpa,BD1200,BDSHSOUL@3267@1766,1,116,0x00000000,1
comp220_lists.tpa,BD1200,BDSHSOUL@3576@1614,1,117,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR05@1235@2557,1,118,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR05@1238@2619,1,119,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR05@1340@2593,1,120,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR06@1232@2515,1,121,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR06@1185@2540,1,122,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR06@1204@2504,1,123,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR06@1165@2526,1,124,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR07@1406@929,1,125,0x00000000,1
comp220_lists.tpa,BD1200,BDSKGR07@1218@2537,1,126,0x00000000,1
comp220_lists.tpa,BD1200,BDUNSLGU@2753@2034,1,127,0x00000000,1
comp220_lists.tpa,BD1200,BDWRAI02@2384@1867,1,128,0x00000000,1
comp220_lists.tpa,BD1200,BDSHADGR@2588@1963,1,129,0x00000000,1
comp220_lists.tpa,BD1200,BDWIGHDD@2474@1951,1,130,0x00000000,1
comp230_lists.tpa,BD7100,TROLLSM@938@1512,1,35,0x00000000,1
comp230_lists.tpa,BD7100,TROLLSM@1031@1491,1,36,0x00000000,1
comp230_lists.tpa,BD7100,TROLL01@3388@1864,1,37,0x00000000,1
comp230_lists.tpa,BD7100,TROLL01@3315@1888,1,38,0x00000000,1
comp230_lists.tpa,BD7100,TROLL01@3012@598,1,45,0x00000000,1
comp230_lists.tpa,BD7100,TROLL01@2950@445,1,46,0x00000000,1
comp230_lists.tpa,BD7100,ORC03_@3948@3696,1,48,0x00000000,1
comp230_lists.tpa,BD7100,ORC04_@3876@3602,1,49,0x00000000,1
comp230_lists.tpa,BD7100,ORC01_@3958@3577,1,50,0x00000000,1
comp230_lists.tpa,BD7100,ORC02_@4052@3647,1,51,0x00000000,1
comp230_lists.tpa,BD7100,ORC02_@3897@3711,1,52,0x00000000,1
comp230_lists.tpa,BD7100,ORC02_@4035@3688,1,53,0x00000000,1
comp230_lists.tpa,BD7100,ORC02_@4146@3674,1,54,0x00000000,1
comp230_lists.tpa,BD7100,ORC01_@3856@3645,1,55,0x00000000,1
comp230_lists.tpa,BD7100,ORC01_@4064@3581,1,56,0x00000000,1
comp230_lists.tpa,BD7100,SPIDGI@281@2086,1,87,0x00000000,1
comp230_lists.tpa,BD7100,SPIDGI@385@2066,1,88,0x00000000,1
comp230_lists.tpa,BD7100,SPIDHU@404@2006,1,89,0x00000000,1
comp230_lists.tpa,BD7100,SPIDHU@327@2033,1,90,0x00000000,1
comp230_lists.tpa,BD7100,ORC07@4088@3739,1,116,0x00000000,1
comp230_lists.tpa,BD7100,ORC07@3940@3757,1,117,0x00000000,1
comp230_lists.tpa,BD7100,ORC06_@3919@3815,1,118,0x00000000,1
comp230_lists.tpa,BD7100,ORC06_@3978@3653,1,119,0x00000000,1
comp230_lists.tpa,BD7100,ORC05_@4098@3700,1,120,0x00000000,1
comp230_lists.tpa,BD7100,BDDISPBE@2462@2448,1,121,0x00000000,1
comp230_lists.tpa,BD7100,BDDISPBE@2626@2512,1,122,0x00000000,1
comp230_lists.tpa,BD7100,BDDISPBE@2458@2345,1,123,0x00000000,1
comp230_lists.tpa,BD7100,BDDISPBE@2660@2414,1,124,0x00000000,1
comp230_lists.tpa,BD7100,BDDISPBE@2573@2395,1,125,0x00000000,1
comp230_lists.tpa,BD7100,BDDISPBP@2545@2507,1,126,0x00000000,1
comp230_lists.tpa,BD7100,SPIDHU@4448@1563,1,127,0x00000000,1
comp230_lists.tpa,BD7100,SPIDHU@4612@1493,1,128,0x00000000,1
comp230_lists.tpa,BD7100,SPIDGI@4375@1611,1,129,0x00000000,1
comp230_lists.tpa,BD7100,SPIDGI@4307@1652,1,130,0x00000000,1
comp230_lists.tpa,BD7100,BDBEETMH@2469@2542,1,135,0x00000000,1
comp230_lists.tpa,BD7100,BDBEETMH@2596@2577,1,136,0x00000000,1
comp230_lists.tpa,BD7100,BDBEETMH@2512@2601,1,137,0x00000000,1
comp230_lists.tpa,BD7100,BDBEETBH@2434@2601,1,138,0x00000000,1
comp230_lists.tpa,BD7100,BDBEETBH@2590@2649,1,139,0x00000000,1
comp230_lists.tpa,BD7100,BDBEETBH@2510@2664,1,140,0x00000000,1
comp230_lists.tpa,BD7100,BDBEETBH@2684@2467,1,141,0x00000000,1
comp230_lists.tpa,BD7100,BDBEETMH@2394@2530,1,142,0x00000000,1
comp230_lists.tpa,BD7100,TROLSP01@3339@1952,1,144,0x00000000,1
comp230_lists.tpa,BD7100,TROLSP01@3279@1964,1,145,0x00000000,1
comp230_lists.tpa,BD7100,TROLL01@3266@1917,1,146,0x00000000,1
comp230_lists.tpa,BD7100,TROLL01@3215@1945,1,147,0x00000000,1
comp230_lists.tpa,BD7100,TROLSP01@3407@2003,1,148,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG01@2105@1849,1,156,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG05@2136@1780,1,157,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG05@2191@1890,1,158,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG05@2159@1713,1,159,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG05@2201@1657,1,160,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG02@2261@1846,1,161,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG02@2257@1793,1,162,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG02@2267@1739,1,163,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG02@2300@1680,1,164,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG02@2341@1636,1,165,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG02@2282@1633,1,166,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG02@2391@1608,1,167,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG03@2358@1718,1,168,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG03@2351@1770,1,169,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG03@2342@1839,1,170,0x00000000,1
comp230_lists.tpa,BD7100,BDHOBG04@2304@1774,1,171,0x00000000,1
comp230_lists.tpa,BD2000,BDYMORI@4089@408,1,1,0x00000000,1
comp230_lists.tpa,BD2000,BDWORG@4352@1390,1,86,0x00000000,1
comp230_lists.tpa,BD2000,BDWORG@4523@1414,1,87,0x00000000,1
comp230_lists.tpa,BD2000,BDBEETMH@4931@758,1,135,0x00000000,1
comp230_lists.tpa,BD2000,BDBEETMH@4929@829,1,136,0x00000000,1
comp230_lists.tpa,BD2000,BDBEETMH@5038@805,1,137,0x00000000,1
comp230_lists.tpa,BD2000,BDBEETMH@5061@735,1,138,0x00000000,1
comp230_lists.tpa,BD2000,BDBEETMH@5062@901,1,139,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB01@705@513,1,3,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB01@779@533,1,4,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB01@849@566,1,5,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB01@862@617,1,6,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB01@850@675,1,7,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB01@924@656,1,8,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB01@933@601,1,9,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB01@910@722,1,10,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB02@758@668,1,12,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB02@724@669,1,13,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB02@757@731,1,14,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB02@707@732,1,15,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB02@549@610,1,17,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB02@659@706,1,18,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB01@954@540,1,19,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@994@730,1,24,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@1044@665,1,25,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@978@565,1,26,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@903@515,1,27,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@833@539,1,28,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@1015@638,1,29,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@994@702,1,30,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@872@706,1,31,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@856@650,1,32,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@960@640,1,33,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@1006@591,1,34,0x00000000,1
comp230_lists.tpa,BD2010,BDGOB07@1028@690,1,35,0x00000000,1
comp240_lists.tpa,BD7200,BDSPIDER@1635@1742,1,0,0x00000000,1
comp240_lists.tpa,BD7200,BDSPIDER@1636@1779,1,1,0x00000000,1
comp240_lists.tpa,BD7200,BDSPIDER@1599@1724,1,2,0x00000000,1
comp240_lists.tpa,BD7200,BDSPIDER@1553@1728,1,3,0x00000000,1
comp240_lists.tpa,BD7200,BDSPIDER@1518@1703,1,4,0x00000000,1
comp240_lists.tpa,BD7200,WOLFDI@1344@283,1,13,0x00000000,1
comp240_lists.tpa,BD7200,WOLFDI@1325@373,1,14,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB01@2338@532,1,16,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB01@2455@536,1,17,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB01@2372@501,1,18,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB01@2454@502,1,19,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB01@2407@562,1,20,0x00000000,1
comp240_lists.tpa,BD7200,BDDISPBE@301@1729,1,36,0x00000000,1
comp240_lists.tpa,BD7200,BDDISPBE@288@1640,1,37,0x00000000,1
comp240_lists.tpa,BD7200,BDDISPBE@325@1613,1,38,0x00000000,1
comp240_lists.tpa,BD7200,BDDISPBE@193@1695,1,39,0x00000000,1
comp240_lists.tpa,BD7200,BDDISPBE@172@1642,1,40,0x00000000,1
comp240_lists.tpa,BD7200,BDDISPBE@139@1615,1,41,0x00000000,1
comp240_lists.tpa,BD7200,WOLFDI@1385@206,1,47,0x00000000,1
comp240_lists.tpa,BD7200,WOLFDI@1274@401,1,48,0x00000000,1
comp240_lists.tpa,BD7200,WOLFDI@1335@180,1,49,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB10@2386@584,1,52,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB02@2319@496,1,53,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB02@2247@491,1,54,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB20@2419@518,1,55,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB12@2345@576,1,56,0x00000000,1
comp240_lists.tpa,BD7200,BDBUGB04@2445@625,1,57,0x00000000,1
comp240_lists.tpa,BD7200,BDDISPBP@244@1603,1,58,0x00000000,1
comp240_lists.tpa,BD7230,BDCULT03@2281@1267,1,5,0x00000000,1
comp240_lists.tpa,BD7230,BDCULT04@2466@1298,1,7,0x00000000,1
comp240_lists.tpa,BD7230,BDCULT03@1167@1161,1,9,0x00000000,1
comp240_lists.tpa,BD7230,BDCULT04@1105@1123,1,10,0x00000000,1
comp240_lists.tpa,BD7230,BDCULT23@607@1730,1,15,0x00000000,1
comp240_lists.tpa,BD7230,BDCULT24@566@1780,1,16,0x00000000,1
comp260_lists.tpa,BD7300,WOLFDI@2497@1467,1,4,0x00000000,1
comp260_lists.tpa,BD7300,WOLFDI@2485@1555,1,5,0x00000000,1
comp260_lists.tpa,BD7300,BDGIANHI@3622@3601,1,6,0x00000000,1
comp260_lists.tpa,BD7300,BDGIANHI@3653@3497,1,7,0x00000000,1
comp260_lists.tpa,BD7300,BDGIANHI@3663@3725,1,8,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG01@4619@673,1,32,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG01@4619@496,1,33,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG01@4653@549,1,34,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG01@4654@620,1,35,0x00000000,1
comp260_lists.tpa,BD7300,BDWORG@4512@641,1,36,0x00000000,1
comp260_lists.tpa,BD7300,BDWORG@4497@511,1,37,0x00000000,1
comp260_lists.tpa,BD7300,BDOROGSG@4479@576,1,38,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG03@4728@592,1,39,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG01@1062@2599,1,40,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG01@1342@2627,1,41,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG01@1257@2596,1,42,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG01@1168@2591,1,43,0x00000000,1
comp260_lists.tpa,BD7300,BDWORG@1109@2654,1,44,0x00000000,1
comp260_lists.tpa,BD7300,BDWORG@1247@2665,1,45,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG02@1175@2706,1,48,0x00000000,1
comp260_lists.tpa,BD7300,BDOROG02@4567@578,1,49,0x00000000,1
comp260_lists.tpa,BD7300,BDBEETMH@4496@1451,1,54,0x00000000,1
comp260_lists.tpa,BD7300,BDBEETMH@4582@1391,1,55,0x00000000,1
comp260_lists.tpa,BD7300,BDBEETBH@4588@1441,1,56,0x00000000,1
comp260_lists.tpa,BD7300,BDHOBG01@3744@1952,1,57,0x00000000,1
comp260_lists.tpa,BD7300,BDHOBG02@3644@1978,1,58,0x00000000,1
comp260_lists.tpa,BD7300,BDHOBG03@3650@1936,1,59,0x00000000,1
comp260_lists.tpa,BD7300,BDHOBG02@3667@1896,1,60,0x00000000,1
comp260_lists.tpa,BD7300,BDHOBG03@3705@1881,1,61,0x00000000,1
comp260_lists.tpa,BD7300,BDHOBG02@3753@1879,1,62,0x00000000,1
comp260_lists.tpa,BD7300,WOLFDI@388@1503,1,64,0x00000000,1
comp260_lists.tpa,BD7300,WOLFDI@292@1584,1,65,0x00000000,1
comp260_lists.tpa,BD7300,SPIDPH@3628@2748,1,66,0x00000000,1
comp260_lists.tpa,BD7300,BDOGRE03@592@755,1,87,0x00000000,1
comp260_lists.tpa,BD7300,BDOGRE02@491@776,1,88,0x00000000,1
comp260_lists.tpa,BD7300,BDOGRE01@603@695,1,89,0x00000000,1
comp260_lists.tpa,BD7300,BDOGRE01@694@754,1,90,0x00000000,1
comp260_lists.tpa,BD7300,BDOGRE01@544@829,1,91,0x00000000,1
