area,kind,source,placed_count,ea,xp_per_creature,item,charges,flags,instance_undroppable
BD0060,creature,BDURE1C,1,255,175,SLNG01,0|0|0,2,False
BD0060,creature,BDURE1C,1,255,175,BULL01,40|0|0,0,False
BD0060,creature,BDURE1C,1,255,175,RNDGEM02,0|0|0,0,False
BD0060,creature,BDWOLF02,3,128,65,P1-4,0|0|0,0,False
BD0060,creature,TROLL01,2,255,1400,TROLL01,0|0|0,0,False
BD0060,creature,TROLL01,2,255,1400,TROLLBOO,0|0|0,0,False
BD0060,creature,TROLL01,2,255,1400,TROLLIMM,0|0|0,0,False
BD0060,creature,TROLL01,2,255,1400,TROLLREG,0|0|0,0,False
BD0061,creature,BDDEADOG,1,255,35,P1-4,0|0|0,0,False
BD0061,creature,BDORC2D,1,127,0,HELM01,0|0|0,0,False
BD0061,creature,BDORC2D,1,127,0,LEAT04,0|0|0,0,False
BD0061,creature,BDORC2D,1,127,0,SHLD01A,0|0|0,0,False
BD0061,creature,BDORC2D,1,127,0,DAGG01,0|0|0,0,False
BD0061,creature,CORPSE1,1,127,0,LEAT04,0|0|0,0,False
BD0061,creature,CORPSE1,1,127,0,SHLD01A,0|0|0,0,False
BD0061,creature,CORPSE1,1,127,0,HELM01,0|0|0,0,False
BD0061,creature,CORPSE1,1,127,0,DAGG01,0|0|0,0,False
BD0061,creature,SKELDED,5,128,0,RNDMAG03,0|0|0,0,False
BD0061,creature,TROLFR01,1,255,650,TROLL01,0|0|0,0,False
BD0061,creature,TROLFR01,1,255,650,TROLLBOO,0|0|0,0,False
BD0061,creature,TROLFR01,1,255,650,TROLLIMM,0|0|0,0,False
BD0061,creature,TROLFR01,1,255,650,TROLLREG,0|0|0,0,False
BD0061,creature,TROLL01,4,255,1400,TROLL01,0|0|0,0,False
BD0061,creature,TROLL01,4,255,1400,TROLLBOO,0|0|0,0,False
BD0061,creature,TROLL01,4,255,1400,TROLLIMM,0|0|0,0,False
BD0061,creature,TROLL01,4,255,1400,TROLLREG,0|0|0,0,False
BD0061,creature,TROLLSM,3,255,750,TROLL01,0|0|0,0,False
BD0061,creature,TROLLSM,3,255,750,TROLLBOO,0|0|0,0,False
BD0061,creature,TROLLSM,3,255,750,TROLLIMM,0|0|0,0,False
BD0061,creature,TROLLSM,3,255,750,TROLLREG,0|0|0,0,False
BD0061,container,Crater01,1,,,MISC01,0|0|0,0,False
BD0061,container,Crater01,1,,,MISC50,0|0|0,0,False
BD0061,container,Pile02,1,,,RNDTRI02,0|0|0,0,False
BD0061,container,Pile02,1,,,BDBOOK11,0|0|0,0,False
BD0061,container,Pile02,1,,,RNDTRE06,0|0|0,0,False
BD0061,container,Pile02,1,,,MISC07,171|0|0,0,False
BD0062,creature,BDCCRAW1,0,255,420,BDCCRAW1,0|0|0,10,True
BD0062,creature,BDMCARRI,0,255,650,CARRIO1,0|0|0,10,True
BD0062,creature,BDORC1D,2,127,0,HELM01,0|0|0,0,False
BD0062,creature,BDORC1D,2,127,0,LEAT04,0|0|0,0,False
BD0062,creature,BDORC1D,2,127,0,SHLD01A,0|0|0,0,False
BD0062,creature,BDORC1D,2,127,0,DAGG01,0|0|0,0,False
BD0062,creature,BDOTYG01,0,255,5000,BDOTYG01,0|0|0,10,True
BD0062,creature,BDOTYG02,0,255,1400,BDOTYG01,0|0|0,10,True
BD0062,creature,CORPSE2,1,127,0,STAF01,0|0|0,0,False
BD0062,creature,CORPSE2,1,127,0,CLCK09,0|0|0,0,False
BD0062,creature,CORPSE2,1,127,0,DART01,10|0|0,0,False
BD0062,creature,DEAD2,1,128,65,LEAT04,0|0|0,0,False
BD0062,creature,DEAD2,1,128,65,SW1H04,0|0|0,0,False
BD0062,creature,DEAD2,1,128,65,BOW03,0|0|0,0,False
BD0062,creature,DEAD2,1,128,65,AROW01,20|0|0,0,False
BD0062,creature,JELLOC,0,255,270,JELLOC1,0|0|0,0,False
BD0062,creature,JELLOC,0,255,270,RING95,0|0|0,0,False
BD0062,creature,JELLOC,0,255,270,DW#JELOC,0|0|0,0,False
BD0062,creature,JELLOC,0,255,270,DW#JELOC,0|0|0,0,False
BD0062,creature,SKELDED,3,128,0,RNDMAG03,0|0|0,0,False
BD0062,creature,TROLFR01,4,255,650,TROLL01,0|0|0,0,False
BD0062,creature,TROLFR01,4,255,650,TROLLBOO,0|0|0,0,False
BD0062,creature,TROLFR01,4,255,650,TROLLIMM,0|0|0,0,False
BD0062,creature,TROLFR01,4,255,650,TROLLREG,0|0|0,0,False
BD0062,creature,TROLLGI,1,255,1600,TROLL01,0|0|0,0,False
BD0062,creature,TROLLGI,1,255,1600,TROLLBOO,0|0|0,0,False
BD0062,creature,TROLLGI,1,255,1600,TROLLIMM,0|0|0,0,False
BD0062,creature,TROLLGI,1,255,1600,TROLLREG,0|0|0,0,False
BD0062,container,Treasure_cache,1,,,MISC36,2|0|0,0,False
BD0062,container,Treasure_cache,1,,,MISC39,6|0|0,0,False
BD0062,container,Corpse,1,,,BDSLNG01,0|0|0,0,False
BD0062,container,Corpse,1,,,SCRLAL,0|0|0,0,False
BD0062,container,Corpse,1,,,AMUL12,0|0|0,0,False
BD0063,creature,BDURE2A,1,255,3500,BDSW1H21,1|0|0,2,False
BD0063,creature,BDURE2A,1,255,3500,LEAT08,0|0|0,2,False
BD0063,creature,BDURE2A,1,255,3500,POTN52,1|0|0,2,False
BD0063,creature,BDURE2A,1,255,3500,BDURE2A,0|0|0,2,False
BD0063,creature,BDURE2A,1,255,3500,DW#HASPT,0|0|0,0,False
BD0063,creature,BDURE2A,1,255,3500,DW#RND20,0|0|0,0,False
BD0063,creature,BDURE2A,1,255,3500,DW#RND42,0|0|0,0,False
BD0063,creature,BDURE2B,1,255,2000,AX1H01,1|999|0,0,False
BD0063,creature,BDURE2B,1,255,2000,AX1H02,1|999|0,2,False
BD0063,creature,BDURE2B,1,255,2000,BDHELMJ3,0|0|0,2,False
BD0063,creature,BDURE2B,1,255,2000,CHAN04,0|0|0,2,False
BD0063,creature,BDURE2B,1,255,2000,POTN52,2|0|0,2,False
BD0063,creature,BDURE2B,1,255,2000,POTN08,2|0|0,2,False
BD0063,creature,BDURE2B,1,255,2000,DW#HASPT,0|0|0,0,False
BD0063,creature,BDURE2B,1,255,2000,DW#RND11,0|0|0,0,False
BD0063,creature,BDURE2C,1,255,1500,SW1H43,0|999|0,2,False
BD0063,creature,BDURE2C,1,255,1500,POTN52,2|0|0,2,False
BD0063,creature,BDURE2C,1,255,1500,POTN08,2|0|0,2,False
BD0063,creature,BDURE2C,1,255,1500,DW#HASPT,0|0|0,0,False
BD0063,creature,BDURE2C,1,255,1500,DW#RND11,0|0|0,0,False
BD0063,creature,BDURE2C,1,255,1500,DW#RND26,0|0|0,0,False
BD0063,creature,BDURE2D,1,255,750,BDHELM08,0|0|0,2,False
BD0063,creature,BDURE2D,1,255,750,PLAT01,0|0|0,2,False
BD0063,creature,BDURE2D,1,255,750,XBOW01,0|0|0,2,False
BD0063,creature,BDURE2D,1,255,750,SPER01,0|0|0,2,False
BD0063,creature,BDURE2D,1,255,750,BOLT04,20|0|0,2,False
BD0063,creature,BDURE2D,1,255,750,BOLT03,20|0|0,2,False
BD0063,creature,BDURE2D,1,255,750,BOLT02,80|0|0,2,False
BD0063,creature,BDURE2D,1,255,750,POTN08,1|0|0,2,False
BD0063,creature,BDURE2E,1,255,750,LEAT04,0|0|0,2,False
BD0063,creature,BDURE2E,1,255,750,BOW03,0|0|0,2,False
BD0063,creature,BDURE2E,1,255,750,HALB01,0|0|0,2,False
BD0063,creature,BDURE2E,1,255,750,AROW05,20|0|0,2,False
BD0063,creature,BDURE2E,1,255,750,AROW10,20|0|0,2,False
BD0063,creature,BDURE2E,1,255,750,AROW02,80|0|0,2,False
BD0063,creature,BDURE2E,1,255,750,POTN08,1|0|0,2,False
BD0064,creature,BDURE4A,1,128,8000,BDIMMGAS,0|0|0,10,True
BD0064,creature,BDURE4A,1,128,8000,BDDRGGRY,0|0|0,10,True
BD0064,creature,BDURE4B,1,128,3000,BDGIANHI,0|0|0,10,True
BD0064,creature,BDURE4B,1,128,3000,RNDGEM02,0|0|0,0,False
BD0064,creature,BDURE4B,1,128,3000,DW#RND06,0|0|0,0,False
BD0064,creature,BDURE4B,1,128,3000,DW#RND20,0|0|0,0,False
BD0064,creature,BDURE4C,1,128,3000,BDGIANHI,0|0|0,10,True
BD0064,creature,BDURE4C,1,128,3000,RNDTRI02,0|0|0,0,False
BD0064,creature,BDURE4C,1,128,3000,DW#RND06,0|0|0,0,False
BD0064,creature,BDURE4C,1,128,3000,DW#RND20,0|0|0,0,False
BD0064,creature,BDURE4D,0,255,3500,BDHALB03,0|0|0,0,False
BD0064,creature,BDURE4D,0,255,3500,DW#RND06,0|0|0,0,False
BD0064,creature,BDURE4D,0,255,3500,DW#RND14,0|0|0,0,False
BD0064,creature,BDURE4E,0,255,3000,BDGIANHI,0|0|0,10,True
BD0064,creature,BDURE4E,0,255,3000,RNDTRI02,0|0|0,0,False
BD0064,creature,BDURE4E,0,255,3000,DW#RND06,0|0|0,0,False
BD0064,creature,BDURE4E,0,255,3000,DW#RND20,0|0|0,0,False
BD0064,container,Hidden_cache,1,,,BDIOUN02,0|0|0,0,False
BD0064,container,Hidden_cache,1,,,MISC6Z,0|0|0,0,False
BD0064,container,Hidden_cache,1,,,MISC44,0|0|0,0,False
BD0064,container,Hidden_cache,1,,,MISC42,0|0|0,0,False
BD0064,container,Hidden_cache,1,,,MISC07,1000|0|0,0,False
BD0066,creature,ANKHEG,3,255,975,MISC12,0|0|0,0,False
BD0066,creature,ANKHEG,3,255,975,RNDTRE08,0|0|0,0,False
BD0066,creature,ANKHEG,3,255,975,ANKHEG1,0|0|0,0,False
BD0066,creature,ANKHEG,3,255,975,ANKHEG2,0|0|0,0,False
BD0066,creature,BDBEETBM,2,128,120,S1-12,0|0|0,0,False
BD0066,creature,BDGOB01,6,255,15,BOW05,0|0|0,2,False
BD0066,creature,BDGOB01,6,255,15,DAGG01,0|0|0,2,False
BD0066,creature,BDGOB01,6,255,15,AROW01,40|0|0,2,False
BD0066,creature,BDGOB01,6,255,15,AROW01,40|0|0,2,False
BD0066,creature,BDGOB01,6,255,15,AROW01,40|0|0,0,False
BD0066,creature,BDGOB01,6,255,15,0,0|0|0,2,False
BD0066,creature,BDGOB02,6,255,15,SHLD01A,0|0|0,2,False
BD0066,creature,BDGOB02,6,255,15,AX1H01,0|999|0,2,False
BD0066,creature,BDGOB02,6,255,15,0,0|0|0,2,False
BD0066,creature,BDGOB03,1,255,250,HELMNOAN,0|0|0,10,True
BD0066,creature,BDGOB03,1,255,250,BLUN06,0|0|0,2,False
BD0066,creature,BDGOB03,1,255,250,POTN08,2|0|0,2,False
BD0066,creature,BDGOB03,1,255,250,POTN44,1|0|0,2,False
BD0066,creature,BDGOB03,1,255,250,RNDTRI02,0|0|0,0,False
BD0066,creature,BDGOB04,1,255,500,STAF01,0|0|0,0,False
BD0066,creature,BDGOB04,1,255,500,RNDTRI03,0|0|0,0,False
BD0066,creature,BDGOB05,2,255,175,HELMNOAN,0|0|0,10,True
BD0066,creature,BDGOB05,2,255,175,SPER01,0|0|0,2,False
BD0066,creature,BDGOB05,2,255,175,POTN08,2|0|0,2,False
BD0066,creature,BDGOB07,10,255,30,HELMNOAN,0|0|0,10,True
BD0066,creature,BDGOB07,10,255,30,BOW05,0|0|0,2,False
BD0066,creature,BDGOB07,10,255,30,DAGG01,0|0|0,2,False
BD0066,creature,BDGOB07,10,255,30,RNDARO01,3|0|0,2,False
BD0066,creature,BDGOB07,10,255,30,AROW01,40|0|0,2,False
BD0066,creature,BDGOB07,10,255,30,AROW01,40|0|0,0,False
BD0066,creature,BDGOB07,10,255,30,0,0|0|0,2,False
BD0066,creature,BDGOB08,9,255,30,HELMNOAN,0|0|0,10,True
BD0066,creature,BDGOB08,9,255,30,SHLD01A,0|0|0,2,False
BD0066,creature,BDGOB08,9,255,30,AX1H01,0|999|0,2,False
BD0066,creature,BDGOB08,9,255,30,0,0|0|0,2,False
BD0066,creature,BDSNAKEH,1,128,175,BDSNAKEH,0|0|0,10,True
BD0066,container,Pile01,1,,,RNDTRI03,0|0|0,0,False
BD0066,container,Pile01,1,,,RNDTRE06,0|0|0,0,False
BD0066,container,Pile01,1,,,BOW05,0|0|0,0,False
BD0066,container,Pile02,1,,,RNDGEM03,0|0|0,0,False
BD0066,container,Pile02,1,,,RNDTRE07,0|0|0,0,False
BD0066,container,Pile02,1,,,BOW01,0|0|0,0,False
BD0066,container,Pile03,1,,,RNDTRI03,0|0|0,0,False
BD0066,container,Pile03,1,,,RNDTRI02,0|0|0,0,False
BD0066,container,Pile03,1,,,MISC07,78|0|0,0,False
BD0066,container,Pile03,1,,,BOW02,0|0|0,0,False
BD0066,container,Pile04,1,,,RNDTRE06,0|0|0,0,False
BD0066,container,Pile04,1,,,SW1H08,0|0|0,0,False
BD0067,creature,BDBEETBH,2,255,175,S5-20,0|0|0,0,False
BD0067,creature,BDMYCBL,2,255,650,BDPLANT,0|0|0,10,True
BD0067,creature,BDMYCBL,2,255,650,IPSION,0|0|0,10,True
BD0067,creature,BDMYCBL,2,255,650,B6-24M2,0|0|0,0,False
BD0067,creature,BDMYCRD,7,255,420,BDPLANT,0|0|0,10,True
BD0067,creature,BDMYCRD,7,255,420,IPSION,0|0|0,10,True
BD0067,creature,BDMYCRD,7,255,420,B5-20M1,0|0|0,10,True
BD0067,creature,BDSHRIE2,2,255,120,BDPLANT,0|0|0,10,True
BD0067,creature,BDSHRIE2,2,255,120,IPSION,0|0|0,10,True
BD0067,container,Elven_wizard,1,,,BDURE3A,0|0|0,0,False
BD0067,container,Elven_wizard,1,,,SCRL6V,0|0|0,0,False
BD0067,container,Elven_wizard,1,,,SCRL6F,0|0|0,0,False
BD0067,container,Elven_wizard,1,,,SCRL6G,0|0|0,0,False
BD0067,container,Elite_elven_warrior,1,,,RNDTRE07,0|0|0,0,False
BD0067,container,Elite_elven_warrior,1,,,BDSW1H25,0|0|0,0,False
BD0067,container,Elite_elven_warrior,1,,,CHAN12,0|0|0,0,False
BD0067,container,Crystals,1,,,MISC41,0|0|0,0,False
BD1010,creature,BDDEADOG,1,255,35,P1-4,0|0|0,0,False
BD1010,creature,BDMIMIC,0,255,3000,MAGE01,0|0|0,10,True
BD1010,creature,BDMIMIC,0,255,3000,WALLPASS,0|0|0,10,True
BD1010,creature,BDMIMIC,0,255,3000,B3-12,0|0|0,0,False
BD1010,creature,BDOTYG01,0,255,5000,BDOTYG01,0|0|0,10,True
BD1010,creature,BDSPIDGA,2,255,3000,ANTIWEB,0|0|0,10,True
BD1010,creature,BDSPIDGA,2,255,3000,BDSPIDGA,0|0|0,10,True
BD1010,creature,JELLOC,0,255,270,JELLOC1,0|0|0,0,False
BD1010,creature,JELLOC,0,255,270,RING95,0|0|0,0,False
BD1010,creature,JELLOC,0,255,270,DW#JELOC,0|0|0,0,False
BD1010,creature,JELLOC,0,255,270,DW#JELOC,0|0|0,0,False
BD1010,creature,SKELDED,3,128,0,RNDMAG03,0|0|0,0,False
BD1010,creature,SPIDPH,2,255,1400,SPIDPH1,0|0|0,0,False
BD1010,creature,SPIDPH,2,255,1400,ANTIWEB,0|0|0,0,False
BD1010,creature,SPIDPHAS,1,255,4000,SPIDPH1,0|0|0,0,False
BD1010,creature,SPIDPHAS,1,255,4000,ANTIWEB,0|0|0,0,False
BD1010,creature,SPIDPHAS,1,255,4000,MAGE06,0|0|0,0,False
BD1010,creature,SPIDSW,2,255,2000,SPIDSW1,0|0|0,0,False
BD1010,creature,SPIDSW,2,255,2000,ANTIWEB,0|0|0,0,False
BD1010,creature,SPIDSW,2,255,2000,MAGE06,0|0|0,0,False
BD1010,creature,SPIDWR,2,255,1400,SPIDWR1,0|0|0,0,False
BD1010,creature,SPIDWR,2,255,1400,ANTIWEB,0|0|0,0,False
BD1010,creature,SPIDWR,2,255,1400,IMMUNE1,0|0|0,0,False
BD1010,creature,SPIDWR,2,255,1400,RING95,0|0|0,0,False
BD1010,container,Chest_mimic,1,,,BDBOW04,0|0|0,0,False
BD1010,container,Chest_mimic,1,,,BDAROW04,20|0|0,0,False
BD1010,container,Chest_mimic,1,,,BDAROW01,10|0|0,0,False
BD1010,container,Chest_mimic,1,,,AROW07,3|0|0,0,False
