cre_key,index,item,flags_hex,undroppable,charges1,charges2,charges3
BDGOB01,3,AROW01,0x00000002,0,40,0,0
BDGOB01,4,AROW01,0x00000000,0,40,0,0
BDGOB01,5,0,0x00000002,0,0,0,0
ANKHEG,0,MISC12,0x00000000,0,0,0,0
ANKHEG,1,RNDTRE08,0x00000000,0,0,0,0
ANKHEG,2,ANKHEG1,0x00000000,0,0,0,0
ANKHEG,3,ANKHEG2,0x00000000,0,0,0,0
BDSNAKEH,0,BDSNAKEH,0x0000000A,1,0,0,0
BDGOB07,0,HELMNOAN,0x0000000A,1,0,0,0
BDGOB07,1,BOW05,0x00000002,0,0,0,0
BDGOB07,2,DAGG01,0x00000002,0,0,0,0
BDGOB07,3,RNDARO01,0x00000002,0,3,0,0
BDGOB07,4,AROW01,0x00000002,0,40,0,0
BDGOB07,5,AROW01,0x00000000,0,40,0,0
BDGOB07,6,0,0x00000002,0,0,0,0
BDGOB08,0,HELMNOAN,0x0000000A,1,0,0,0
BDGOB08,1,SHLD01A,0x00000002,0,0,0,0
BDGOB08,2,AX1H01,0x00000002,0,0,999,0
BDGOB08,3,0,0x00000002,0,0,0,0
BDGOB05,0,HELMNOAN,0x0000000A,1,0,0,0
BDGOB05,1,SPER01,0x00000002,0,0,0,0
BDGOB05,2,POTN08,0x00000002,0,2,0,0
BDMYCRD,0,BDPLANT,0x0000000A,1,0,0,0
BDMYCRD,1,IPSION,0x0000000A,1,0,0,0
BDMYCRD,2,B5-20M1,0x0000000A,1,0,0,0
BDMYCBL,0,BDPLANT,0x0000000A,1,0,0,0
BDMYCBL,1,IPSION,0x0000000A,1,0,0,0
BDMYCBL,2,B6-24M2,0x00000000,0,0,0,0
BDSHRIE2,0,BDPLANT,0x0000000A,1,0,0,0
BDSHRIE2,1,IPSION,0x0000000A,1,0,0,0
BDBEETBH,0,S5-20,0x00000000,0,0,0,0
BDGASS5,0,SHLD09A,0x0000000A,1,0,0,0
BDGASS5,1,SW1H20,0x0000000A,1,0,0,0
BDGASS5,2,DART01,0x0000000A,1,80,0,0
BDFFDEAD,0,HELM09,0x00000000,0,0,0,0
BDFFDEAD,1,PLAT01,0x00000000,0,0,0,0
BDFFDEAD,2,SHLD05A,0x00000000,0,0,0,0
BDFFDEAD,3,SW1H04,0x00000000,0,0,0,0
BDFFDEAD,4,UNIFLAM,0x00000000,0,0,0,0
BDPATRES,0,WAND08,0x00000000,0,4,0,0
BDPATRES,1,STAF02,0x00000000,0,0,0,0
BDPATRES,2,MINHP1,0x00000000,0,0,0,0
BDPATRES,3,CLCK13,0x00000000,0,0,0,0
BDPATRES,4,DW#RND06,0x00000000,0,0,0,0
BDPFAUG,0,HELM01,0x00000000,0,0,0,0
BDPFAUG,1,PLAT01,0x00000000,0,0,0,0
BDPFAUG,2,SHLD15A,0x00000000,0,0,0,0
BDPFAUG,3,MINHP1,0x00000000,0,0,0,0
BDPFAUG,4,AX1H02,0x00000000,0,1,999,0
BDPFAUG,5,DW#RND04,0x00000000,0,0,0,0
BDPFAUG,6,DW#RND11,0x00000000,0,0,0,0
BDPFAUG,7,DW#RND26,0x00000000,0,0,0,0
BDRAYPHU,0,PLAT14,0x00000000,0,0,0,0
BDRAYPHU,1,SHLD02A,0x00000000,0,0,0,0
BDRAYPHU,2,SW1H02,0x00000000,0,0,999,0
BDFISTX1,0,HELM09,0x00000000,0,0,0,0
BDFISTX1,1,PLAT01,0x00000000,0,0,0,0
BDFISTX1,2,SHLD05A,0x00000000,0,0,0,0
BDFISTX1,3,SW1H05,0x00000000,0,0,0,0
BDFISTX1,4,POTN52,0x00000000,0,1,0,0
BDFISTX1,5,UNIFLAM,0x00000000,0,0,0,0
BDFISTX1,6,DW#HASPT,0x00000000,0,0,0,0
BDFISTX1,7,DW#RND12,0x00000000,0,0,0,0
BDFISTX1,8,DW#RND26,0x00000000,0,0,0,0
BDFISTX2,0,HELM09,0x00000008,1,0,0,0
BDFISTX2,1,PLAT01,0x00000008,1,0,0,0
BDFISTX2,2,SHLD05A,0x00000008,1,0,0,0
BDFISTX2,3,SW1H05,0x00000008,1,0,0,0
BDFISTX2,4,UNIFLAM,0x00000000,0,0,0,0
BDFISTX2,5,POTN52,0x00000000,0,1,0,0
BDFISTX2,6,DW#HASPT,0x00000000,0,0,0,0
BDFISTX2,7,DW#RND12,0x00000000,0,0,0,0
BDFISTX2,8,DW#RND25,0x00000000,0,0,0,0
BDAUDAM,0,DW#RND04,0x00000000,0,0,0,0
BDAUDAM,1,DW#RND12,0x00000000,0,0,0,0
BDAUDAM,2,DW#RND26,0x00000000,0,0,0,0
BDROHMA,0,MINHP1,0x00000008,1,0,0,0
BDBELEGA,0,BLUN05,0x00000000,0,0,0,0
BDBELEGA,1,SLNG01,0x00000000,0,0,0,0
BDBELEGA,2,BULL01,0x00000000,0,80,0,0
BDBELEGA,3,POTN52,0x00000000,0,5,0,0
BDBELEGA,4,POTN08,0x00000000,0,10,0,0
BDBELEGA,5,WAND04,0x00000000,0,20,0,0
BDBELEGA,6,DW#HASPT,0x00000000,0,0,0,0
BDBELEGA,7,DW#RND18,0x00000000,0,0,0,0
BDIMOEN,0,MINHP1,0x0000000A,1,0,0,0
BDIMOEN,1,BOW05,0x00000001,0,0,0,0
BDIMOEN,2,DAGG02,0x00000001,0,0,0,0
BDIMOEN,3,AROW01,0x00000000,0,80,0,0
BDIMOEN,4,AROW01,0x00000000,0,80,0,0
BDIMOEN,5,AROW01,0x00000000,0,80,0,0
BDIMOEN,6,POTN08,0x00000001,0,3,0,0
BDIMOEN,7,POTN14,0x00000001,0,80,0,0
BDIMOEN,8,WAND12_,0x00000001,0,10,0,0
BDIMOEN,9,BRAC01,0x00000001,0,0,0,0
BDTIAX,0,LEAT04,0x00000001,0,0,0,0
BDFRITZ,0,PLAT01,0x00000000,0,0,0,0
BDFRITZ,1,SHLD01A,0x00000000,0,0,0,0
BDFRITZ,2,SW1H04,0x00000000,0,0,0,0
BDJENKS,0,PLAT01,0x00000000,0,0,0,0
BDJENKS,1,SHLD05A,0x00000000,0,0,0,0
BDJENKS,2,SW1H04,0x00000000,0,0,0,0
BDFFSIT1,0,HELM09,0x00000000,0,0,0,0
BDFFSIT1,1,PLAT01,0x00000000,0,0,0,0
BDFFSIT1,2,SHLD01A,0x00000000,0,0,0,0
BDFFSIT1,3,SW1H04,0x00000000,0,0,0,0
BDFFSIT1,4,UNIFLAM,0x00000000,0,0,0,0
BDFFGIRL,0,HELM09,0x00000000,0,0,0,0
BDFFGIRL,1,PLAT01,0x00000000,0,0,0,0
BDFFGIRL,2,SHLD05A,0x00000000,0,0,0,0
BDFFGIRL,3,SW1H04,0x00000000,0,0,0,0
BDFFGIRL,4,UNIFLAM,0x00000000,0,0,0,0
BDTHUG07,0,LEAT01,0x00000000,0,0,0,0
BDNANTRI,0,DAGG02,0x00000000,0,0,0,0
BDNANTRI,1,MISC31,0x00000000,0,0,0,0
BDNANTRI,2,LEAT04,0x00000000,0,0,0,0
BDNANTRI,3,DW#RND04,0x00000000,0,0,0,0
BDNANTRI,4,DW#RND11,0x00000000,0,0,0,0
BDNANTRI,5,DW#RND25,0x00000000,0,0,0,0
BDNATHBA,0,DAGG01,0x00000000,0,0,0,0
BDKATHEE,0,DAGG01,0x00000000,0,0,0,0
BDLUCILL,0,BDBLUN02,0x00000000,0,0,0,0
BDAUTINN,0,BDSW1H03,0x00000000,0,0,0,0
BDITHTYL,0,DAGG02,0x00000000,0,0,0,0
BDITHTYL,1,POTN08,0x00000000,0,3,0,0
BDITHTYL,2,POTN14,0x00000000,0,1,0,0
BDITHTYL,3,DART03,0x00000000,0,80,0,0
BDITHTYL,4,DW#HASPT,0x00000000,0,0,0,0
BDITHTYL,5,DW#RND20,0x00000000,0,0,0,0
BDOZIL,0,AX1H02,0x00000000,0,0,999,0
BDHASTUS,0,DAGG01,0x00000000,0,0,0,0
BDHASTUS,1,DART01,0x00000000,0,40,0,0
BDBERAHL,0,SW1H01,0x00000000,0,0,999,0
BDTHUG03,0,DAGG01,0x00000000,0,0,0,0
BDTHUG05,0,DAGG01,0x00000000,0,0,0,0
BDTHUG04,0,SW1H07,0x00000000,0,0,0,0
BDMAXWEL,0,DAGG02,0x00000000,0,50,0,0
BDMAXWEL,1,BDSCRL01,0x00000000,0,0,0,0
BDTHERTO,0,BDBOOT02,0x00000000,0,0,0,0
BDARAYA,0,CLCK01,0x00000000,0,0,0,0
BDDELEND,0,AMUL12,0x00000000,0,0,0,0
BDGARRIC,0,LEAT04,0x00000000,0,0,0,0
BDGARRIC,1,BOLT01,0x00000000,0,20,0,0
BDGARRIC,2,SW1H07,0x00000000,0,0,0,0
BDGARRIC,3,XBOW04,0x00000000,0,0,0,0
BDALYTH,0,SW1H07,0x00000000,0,0,0,0
BDALYTH,1,LEAT04,0x00000000,0,0,0,0
BDALYTH,2,DW#RND03,0x00000000,0,0,0,0
BDALYTH,3,DW#RND12,0x00000000,0,0,0,0
BDALYTH,4,DW#RND25,0x00000000,0,0,0,0
BDHGUARD,0,LEAT02,0x00000000,0,0,0,0
BDHGUARD,1,SW1H02,0x00000000,0,0,999,0
BDHGUARD,2,DW#RND05,0x00000000,0,0,0,0
BDHGUARD,3,DW#RND12,0x00000000,0,0,0,0
BDHGUARD,4,DW#RND28,0x00000000,0,0,0,0
BDZAVIAK,0,BDMISC01,0x00000000,0,3,3,0
BDZAVIAK,1,DW#RND04,0x00000000,0,0,0,0
BDZAVIAK,2,DW#RND38,0x00000000,0,0,0,0
BDALALAI,0,BDMISC1B,0x0000000A,1,0,0,0
BDALALAI,1,IMMUNE2,0x0000000A,1,0,0,0
BDALALAI,2,FIREELEM,0x0000000A,1,0,0,0
BDALALAI,3,BDSPECTQ,0x0000000A,1,0,0,0
BDIRINA,0,BDHELM05,0x00000000,0,0,0,0
BDCORAN,0,LEAT04,0x00000001,0,0,0,0
BDCORAN,1,BOW03,0x00000001,0,0,0,0
BDCORAN,2,SW1H04,0x00000001,0,0,0,0
BDCORAN,3,AROW02,0x00000001,0,20,0,0
BDCORAN,4,AROW01,0x00000000,0,20,0,0
BDCORAN,5,POTN08,0x00000002,0,1,0,0
BDTHUG01,0,LEAT01,0x00000000,0,0,0,0
BDTHUG02,0,LEAT01,0x00000000,0,0,0,0
BDLON,0,BDAMUL11,0x00000000,0,0,0,0
BDBLOCK,0,DW#RND04,0x00000000,0,0,0,0
BDBLOCK,1,DW#RND11,0x00000000,0,0,0,0
BDBLOCK,2,DW#RND26,0x00000000,0,0,0,0
BDWYRMLI,0,S1-8,0x00000000,0,0,0,0
BDWYRMLI,1,BDWYRMLI,0x00000000,0,0,0,0
BDWYRMLI,2,RNDTRE08,0x00000002,0,0,0,0
BDWYRMLI,3,BDSW1HDA,0x00000002,0,0,0,0
BDWYRMLI,4,BDDAGG05,0x00000002,0,0,0,0
BDWYRML1,0,S1-8,0x00000000,0,0,0,0
BDWYRML1,1,BDWYRMLI,0x00000000,0,0,0,0
BDWYRML1,2,RNDTRE08,0x00000002,0,0,0,0
SPIDWR,0,SPIDWR1,0x00000000,0,0,0,0
SPIDWR,1,ANTIWEB,0x00000000,0,0,0,0
SPIDWR,2,IMMUNE1,0x00000000,0,0,0,0
SPIDWR,3,RING95,0x00000000,0,0,0,0
SPIDSW,0,SPIDSW1,0x00000000,0,0,0,0
SPIDSW,1,ANTIWEB,0x00000000,0,0,0,0
SPIDSW,2,MAGE06,0x00000000,0,0,0,0
SPIDPH,0,SPIDPH1,0x00000000,0,0,0,0
SPIDPH,1,ANTIWEB,0x00000000,0,0,0,0
SPIDGI,0,SPIDGI1,0x00000000,0,0,0,0
SPIDGI,1,ANTIWEB,0x00000000,0,0,0,0
BDSPID7L,0,MAGE06,0x00000000,0,0,0,0
BDSPID7L,1,ANTIWEB,0x00000000,0,0,0,0
BDSPID7L,2,SPIDSW1,0x00000000,0,0,0,0
BDSPID7L,3,BDSPIDER,0x00000002,0,0,0,0
SPIDSM0_,0,ANTIWEB,0x00000000,0,0,0,0
SPIDSM0_,1,SPIDHU1,0x00000000,0,0,0,0
SPIDPHAS,0,SPIDPH1,0x00000000,0,0,0,0
SPIDPHAS,1,ANTIWEB,0x00000000,0,0,0,0
SPIDPHAS,2,MAGE06,0x00000000,0,0,0,0
BDSPIDGA,0,ANTIWEB,0x0000000A,1,0,0,0
BDSPIDGA,1,BDSPIDGA,0x0000000A,1,0,0,0
SPIDHU,0,SPIDHU1,0x00000000,0,0,0,0
SPIDHU,1,ANTIWEB,0x00000000,0,0,0,0
BDWOLF,0,P1-6,0x00000000,0,0,0,0
BDWOLFVA,0,IMMUNE1,0x0000000A,1,0,0,0
BDWOLFVA,1,RING95,0x0000000A,1,0,0,0
BDWOLFVA,2,BDWOLFVA,0x0000000A,1,0,0,0
BDBARRE3,0,NOCIRCLE,0x00000000,0,0,0,0
BDBARRE3,1,MINHP1,0x00000000,0,1,0,0
BDBARRE2,0,NOCIRCLE,0x00000000,0,0,0,0
BDBARRE2,1,MINHP1,0x00000000,0,1,0,0
BDBARRE1,0,NOCIRCLE,0x00000000,0,0,0,0
BDBARRE1,1,MINHP1,0x00000000,0,1,0,0
BDBARRE4,0,NOCIRCLE,0x00000000,0,0,0,0
BDBARRE4,1,MINHP1,0x00000000,0,1,0,0
BDBARRE5,0,NOCIRCLE,0x00000000,0,0,0,0
