area,index,actor_name,x,y,flags_hex,schedule_hex,scheduled_hours,schedule_active,hours,cre,actor_dialogue,actor_override,actor_general,actor_class,actor_race,actor_default,actor_specific,embedded_offset,embedded_size,cre_key,cre_status,cre_sha256,kill_xp,ea,name_strref,current_hp,max_hp,state_hex,state_dead,deathvar,dialogue,cre_override,cre_class,cre_race,cre_general,cre_default
BD0010,22,NobleWoman,564,934,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF3,BDPOOL04,,,,,,,0,0,BDNOBF3,ok,3631c1d33548425bf38a7d97b258f75718ed79db37a0d7fc8762a9799d158021,15,128,209420,8,8,0x00000000,0,BDNOBF3,,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,23,NobleWoman,1233,1035,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBF7,BDPOOL04,,,,,,,0,0,BDNOBF7,ok,34b4a15660aeba137f9447a3ba68bb79ce0c56c9c6a5fc22368566152b3e2244,15,128,209420,8,8,0x00000000,0,BDNOBF7,,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,24,NobleMan,980,1088,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM5,BDPOOL04,,,,,,,0,0,BDNOBM5,ok,073ada3f2b60bdc6553db861a196a1455d9a27c830e9351eac7a7e6710d618d9,15,128,209418,8,8,0x00000000,0,BDNOBM5,,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,25,Refugee Man,678,635,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGM2,BDPOOL10,,,,,,,0,0,BDREFGM2,ok,0d924cd15486417d1d9b838f6e55cffaabd5d756499e178b10e76904320070b5,15,128,252888,8,8,0x00000000,0,BDREFGM2,BDREFGM2,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,26,Refugee Man,812,629,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGM4,BDPOOL10,,,,,,,0,0,BDREFGM4,ok,cc2e25382d1a94fef09dba955135896364190ede06347d9bfb0f1501e567e9c0,15,128,252888,8,8,0x00000000,0,BDREFGM4,BDREFGM4,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,27,NobleMan,576,961,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDNOBM2,BDPOOL04,,,,,,,0,0,BDNOBM2,ok,8d3aeea59090d8e5730ee79d1755e7a3097a5a6a4f9ffd822386a1208bc0018f,15,128,209418,8,8,0x00000000,0,BDNOBM2,,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,28,Refugee Man,690,576,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGM6,BDPOOL10,BD0010OT,,,,,,0,0,BDREFGM6,ok,2ddbee71cbd6635490dce87461f011456a95a2e5ef8f6e062e986362df71c2aa,15,128,252888,8,8,0x00000000,0,BDREFGM6,BDREFGM6,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,29,Refugee Man,763,584,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGM6,BDPOOL10,,,,,,,0,0,BDREFGM6,ok,2ddbee71cbd6635490dce87461f011456a95a2e5ef8f6e062e986362df71c2aa,15,128,252888,8,8,0x00000000,0,BDREFGM6,BDREFGM6,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,30,Flaming Fist,792,336,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFISTCC,BDPOOL09,,,,,,,0,0,BDFISTCC,ok,96fc2ee5b811f2463968af629e6adafe3d0ec9d67409456535c516bfdc6a584b,420,128,213833,60,60,0x00000000,0,BDFISTCC,BDFISTCC,BDFISTCC,,BDSHOUT,BDFIGH01,
BD0010,31,Flaming Fist,1017,511,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFISTCL,BDPOOL09,,,,,,,0,0,BDFISTCL,ok,d107b400eaa23cf8e2d5f33a7c518ea955d0ca200b20a658f7efac46ff75c609,420,128,213833,60,60,0x00000000,0,BDFISTCL,BDFISTCC,BDFISTCC,,BDSHOUT,BDFIGH01,
BD0010,32,Angry Flaming Fist 3,754,447,0x00000009,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFISTCC,BDANGRY,,,,,,,0,0,BDFISTCC,ok,96fc2ee5b811f2463968af629e6adafe3d0ec9d67409456535c516bfdc6a584b,420,128,213833,60,60,0x00000000,0,BDFISTCC,BDFISTCC,BDFISTCC,,BDSHOUT,BDFIGH01,
BD0010,33,Flaming Fist,952,753,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFISTCL,BDPOOL09,,,,,,,0,0,BDFISTCL,ok,d107b400eaa23cf8e2d5f33a7c518ea955d0ca200b20a658f7efac46ff75c609,420,128,213833,60,60,0x00000000,0,BDFISTCL,BDFISTCC,BDFISTCC,,BDSHOUT,BDFIGH01,
BD0010,34,Angry Flaming Fist 1,820,492,0x00000009,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFISTCC,BDANGRY,,,,,,,0,0,BDFISTCC,ok,96fc2ee5b811f2463968af629e6adafe3d0ec9d67409456535c516bfdc6a584b,420,128,213833,60,60,0x00000000,0,BDFISTCC,BDFISTCC,BDFISTCC,,BDSHOUT,BDFIGH01,
BD0010,35,Flaming Fist,1162,631,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFISTCC,BDPOOL09,,,,,,,0,0,BDFISTCC,ok,96fc2ee5b811f2463968af629e6adafe3d0ec9d67409456535c516bfdc6a584b,420,128,213833,60,60,0x00000000,0,BDFISTCC,BDFISTCC,BDFISTCC,,BDSHOUT,BDFIGH01,
BD0010,36,Angry Flaming Fist 2,903,504,0x00000009,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDFISTCC,BDANGRY,,,,,,,0,0,BDFISTCC,ok,96fc2ee5b811f2463968af629e6adafe3d0ec9d67409456535c516bfdc6a584b,420,128,213833,60,60,0x00000000,0,BDFISTCC,BDFISTCC,BDFISTCC,,BDSHOUT,BDFIGH01,
BD0010,37,Corwin,908,422,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDSCHAEL,,,,,,,,0,0,BDSCHAEL,ok,a604335332564e0e0ab8168acc6fdf1d03fadf29c9ef4ea8f88b9810c6bd1680,3000,128,235625,90,90,0x00000000,0,BDSCHAEL,BDSCHAEL,BDSCHAEL,,BDSHOUT,BDFIGH01,
BD0010,38,Horse,813,726,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,HORSE,,,,,,,,0,0,HORSE,ok,5b6061bba5860000733669628aee8fa97c8b72085ad06e44d54883bb048eb674,1,128,6630,10,10,0x00000000,0,None,NONE,NONE,NONE,NONE,NONE,NONE
BD0010,39,Horse,892,721,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,HORSE,,,,,,,,0,0,HORSE,ok,5b6061bba5860000733669628aee8fa97c8b72085ad06e44d54883bb048eb674,1,128,6630,10,10,0x00000000,0,None,NONE,NONE,NONE,NONE,NONE,NONE
BD0010,40,Teera,729,988,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDTEERA,,,,,,,,0,0,BDTEERA,ok,7d4f90c6173c53ad0237c1708033c50ca02efff5cf8beafe227ce943a5793abe,15,128,259707,8,8,0x00000000,0,BDTEERA,BDTEERA,BDTEERA,NONE,NONE,NONE,NONE
BD0010,41,Quila,633,953,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDQUILA,,,,,,,,0,0,BDQUILA,ok,a7bf53d2e2db5e7787c8fadb6c6827ffa92346a970be2a0e76e8f8b052f7574d,15,128,259706,8,8,0x00000000,0,BDQUILA,BDQUILA,BDQUILA,NONE,NONE,NONE,NONE
BD0010,42,Dog,226,752,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDDOG,,,,,,,,0,0,BDDOG,ok,64bdd011b75021ce21fdc4ebd253938232f303cae31b0496e0e7e2cb27f5b829,0,128,255008,8,8,0x00000000,0,BDDOG,,,NONE,NONE,NONE,DW2MP2MO
BD0010,43,Boy,212,781,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDBOY,BDPOOL15,,,,,,,0,0,BDBOY,ok,866c29b7d1d5ac62dc9fc33c65e45050c073a6090c591777c1fc1b3c41f96a4b,7,128,209404,8,8,0x00000000,0,BDBOY,,BDCRWDE,NONE,NONE,NONE,
BD0010,44,Girl,239,775,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDGIRL,BDPOOL15,,,,,,,0,0,BDGIRL,ok,f18cd208445242605ef8ebd22c47a58c8933f6b426541d1e9c90687e0e89cdb6,7,128,209406,8,8,0x00000000,0,BDGIRL,,BDCRWDE,NONE,NONE,NONE,
BD0010,45,Refugee,730,579,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFUGE,BDPOOL10,,,,,,,0,0,BDREFUGE,ok,71902a44364109fa3ff8a26ce3ea88b2100fc99936ec1b4ac8707a999cdb8362,7,128,252888,8,8,0x00000000,0,BDREFUGE,BDREFUGE,BDCRWDE,,NONE,NONE,
BD0010,46,Refugee,838,595,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFUGE,BDPOOL10,,,,,,,0,0,BDREFUGE,ok,71902a44364109fa3ff8a26ce3ea88b2100fc99936ec1b4ac8707a999cdb8362,7,128,252888,8,8,0x00000000,0,BDREFUGE,BDREFUGE,BDCRWDE,,NONE,NONE,
BD0010,47,Refugee,672,608,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFUGE,BDPOOL10,,,,,,,0,0,BDREFUGE,ok,71902a44364109fa3ff8a26ce3ea88b2100fc99936ec1b4ac8707a999cdb8362,7,128,252888,8,8,0x00000000,0,BDREFUGE,BDREFUGE,BDCRWDE,,NONE,NONE,
BD0010,48,Refugee Woman,725,636,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGF1,BDPOOL10,BD0010OT,,,,,,0,0,BDREFGF1,ok,abd4e39a988a86921f5124ef8b86f4f48ec8cbd6f0bbae1ddb6977fe5771822c,15,128,252888,8,8,0x00000000,0,BDREFGF1,BDREFGF1,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,49,Refugee Man,680,665,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGM5,BDPOOL10,,,,,,,0,0,BDREFGM5,ok,119eb807a65e2ee7513a9c4cdaa08ba5f4b9752bb8747e94b571d627067cbed6,15,128,252888,8,8,0x00000000,0,BDREFGM5,BDREFGM5,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,50,Refugee,657,656,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFUGE,BDPOOL10,,,,,,,0,0,BDREFUGE,ok,71902a44364109fa3ff8a26ce3ea88b2100fc99936ec1b4ac8707a999cdb8362,7,128,252888,8,8,0x00000000,0,BDREFUGE,BDREFUGE,BDCRWDE,,NONE,NONE,
BD0010,51,Refugee Man,739,669,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGM5,BDPOOL10,,,,,,,0,0,BDREFGM5,ok,119eb807a65e2ee7513a9c4cdaa08ba5f4b9752bb8747e94b571d627067cbed6,15,128,252888,8,8,0x00000000,0,BDREFGM5,BDREFGM5,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,52,Refugee Woman,767,647,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGF7,BDPOOL10,,,,,,,0,0,BDREFGF7,ok,55bcaef300eb54a8aa047f2cf7e482e8967bec1a1df0b57a96404a487cbad7dc,15,128,252888,8,8,0x00000000,0,BDREFGF7,BDREFGF7,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,53,Refugee,938,588,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFUGE,BDPOOL10,,,,,,,0,0,BDREFUGE,ok,71902a44364109fa3ff8a26ce3ea88b2100fc99936ec1b4ac8707a999cdb8362,7,128,252888,8,8,0x00000000,0,BDREFUGE,BDREFUGE,BDCRWDE,,NONE,NONE,
BD0010,54,Refugee Woman,952,633,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGF7,BDPOOL10,,,,,,,0,0,BDREFGF7,ok,55bcaef300eb54a8aa047f2cf7e482e8967bec1a1df0b57a96404a487cbad7dc,15,128,252888,8,8,0x00000000,0,BDREFGF7,BDREFGF7,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,55,Refugee Man,977,651,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGM4,BDPOOL10,,,,,,,0,0,BDREFGM4,ok,cc2e25382d1a94fef09dba955135896364190ede06347d9bfb0f1501e567e9c0,15,128,252888,8,8,0x00000000,0,BDREFGM4,BDREFGM4,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,56,Refugee Woman,999,668,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGF1,BDPOOL10,BD0010OT,,,,,,0,0,BDREFGF1,ok,abd4e39a988a86921f5124ef8b86f4f48ec8cbd6f0bbae1ddb6977fe5771822c,15,128,252888,8,8,0x00000000,0,BDREFGF1,BDREFGF1,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,57,Refugee Man,1007,622,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGM5,BDPOOL10,,,,,,,0,0,BDREFGM5,ok,119eb807a65e2ee7513a9c4cdaa08ba5f4b9752bb8747e94b571d627067cbed6,15,128,252888,8,8,0x00000000,0,BDREFGM5,BDREFGM5,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,58,Refugee,1038,673,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFUGE,BDPOOL10,,,,,,,0,0,BDREFUGE,ok,71902a44364109fa3ff8a26ce3ea88b2100fc99936ec1b4ac8707a999cdb8362,7,128,252888,8,8,0x00000000,0,BDREFUGE,BDREFUGE,BDCRWDE,,NONE,NONE,
BD0010,59,Refugee Woman,1045,642,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFGF7,BDPOOL10,,,,,,,0,0,BDREFGF7,ok,55bcaef300eb54a8aa047f2cf7e482e8967bec1a1df0b57a96404a487cbad7dc,15,128,252888,8,8,0x00000000,0,BDREFGF7,BDREFGF7,BDCRWDE,NONE,NONE,NONE,NONE
BD0010,60,Refugee,1125,589,0x00000001,0xFFFFFFFF,24,1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,BDREFUGE,BDPOOL10,,,,,,,0,0,BDREFUGE,ok,71902a44364109fa3ff8a26ce3ea88b2100fc99936ec1b4ac8707a999cdb8362,7,128,252888,8,8,0x00000000,0,BDREFUGE,BDREFUGE,BDCRWDE,,NONE,NONE,
